Data,Hora,Temperatura (°C),Umidade (%),Peso (g),Luminosidade (lumens)
2023-04-11,00:00:00,18.8,67.7,0.0,167.7
2023-04-11,01:00:00,15.4,67.3,0.0,183.3
2023-04-11,02:00:00,19.6,73.9,0.0,127.4
2023-04-11,03:00:00,17.8,71.0,0.0,193.5
2023-04-11,04:00:00,17.9,73.5,0.0,192.2
2023-04-11,05:00:00,16.1,74.7,0.0,224.1
2023-04-11,06:00:00,20.8,68.3,0.0,800.2
2023-04-11,07:00:00,24.6,70.2,0.0,679.7
2023-04-11,08:00:00,23.3,69.1,0.0,839.6
2023-04-11,09:00:00,22.8,69.3,0.0,718.2
2023-04-11,10:00:00,22.4,74.2,0.0,860.7
2023-04-11,11:00:00,21.2,63.1,0.0,785.2
2023-04-11,12:00:00,25.6,58.1,0.0,513.5
2023-04-11,13:00:00,24.0,59.9,0.0,995.4
2023-04-11,14:00:00,26.0,53.0,0.0,936.0
2023-04-11,15:00:00,26.6,57.3,0.0,900.0
2023-04-11,16:00:00,24.6,58.9,0.0,586.0
2023-04-11,17:00:00,25.2,54.0,0.0,790.9
2023-04-11,18:00:00,18.8,70.6,0.0,195.7
2023-04-11,19:00:00,19.6,71.0,0.0,168.4
2023-04-11,20:00:00,18.6,67.9,0.0,115.1
2023-04-11,21:00:00,19.0,68.6,0.0,124.6
2023-04-11,22:00:00,20.7,70.3,0.0,270.8
2023-04-11,23:00:00,19.2,72.1,0.0,104.7
2023-04-12,00:00:00,17.2,70.8,0.0,222.9
2023-04-12,01:00:00,18.6,76.3,0.0,231.4
2023-04-12,02:00:00,16.6,67.7,0.0,285.3
2023-04-12,03:00:00,17.8,74.1,0.0,167.7
2023-04-12,04:00:00,15.7,69.6,0.0,105.1
2023-04-12,05:00:00,17.4,74.5,0.0,281.1
2023-04-12,06:00:00,22.4,63.8,0.0,828.2
2023-04-12,07:00:00,22.7,67.9,0.0,624.6
2023-04-12,08:00:00,23.5,65.6,0.0,762.1
2023-04-12,09:00:00,23.9,69.6,0.0,958.2
2023-04-12,10:00:00,23.3,64.7,0.0,987.5
2023-04-12,11:00:00,22.6,70.4,0.0,867.4
2023-04-12,12:00:00,25.3,57.2,0.0,801.4
2023-04-12,13:00:00,25.4,54.1,0.0,801.1
2023-04-12,14:00:00,25.3,55.1,0.0,774.2
2023-04-12,15:00:00,24.6,56.3,0.0,638.0
2023-04-12,16:00:00,25.3,55.4,0.0,811.9
2023-04-12,17:00:00,23.4,51.4,0.0,753.0
2023-04-12,18:00:00,18.4,69.0,0.0,227.8
2023-04-12,19:00:00,21.0,69.1,0.0,166.8
2023-04-12,20:00:00,20.3,70.2,0.0,252.9
2023-04-12,21:00:00,19.0,64.3,0.0,297.1
2023-04-12,22:00:00,20.1,64.4,0.0,123.6
2023-04-12,23:00:00,19.3,70.2,0.0,232.6
2023-04-13,00:00:00,17.3,70.4,0.0,184.7
2023-04-13,01:00:00,19.4,68.8,0.0,109.2
2023-04-13,02:00:00,16.6,76.9,0.0,149.0
2023-04-13,03:00:00,16.1,69.2,0.0,137.2
2023-04-13,04:00:00,17.6,71.0,0.0,262.3
2023-04-13,05:00:00,16.8,65.6,0.0,278.3
2023-04-13,06:00:00,24.1,64.6,0.0,872.5
2023-04-13,07:00:00,22.6,63.1,0.0,775.6
2023-04-13,08:00:00,21.8,67.6,0.0,973.1
2023-04-13,09:00:00,23.2,68.5,0.0,692.4
2023-04-13,10:00:00,21.8,69.4,0.0,849.3
2023-04-13,11:00:00,23.5,72.4,0.0,858.3
2023-04-13,12:00:00,24.7,62.1,0.0,687.8
2023-04-13,13:00:00,24.4,60.5,0.0,906.8
2023-04-13,14:00:00,25.3,59.8,0.0,598.4
2023-04-13,15:00:00,24.1,60.0,0.0,782.6
2023-04-13,16:00:00,25.1,61.7,0.0,547.0
2023-04-13,17:00:00,23.9,59.7,0.0,876.7
2023-04-13,18:00:00,19.7,64.2,0.0,277.9
2023-04-13,19:00:00,19.1,63.5,0.0,283.6
2023-04-13,20:00:00,20.5,71.2,0.0,107.2
2023-04-13,21:00:00,19.4,66.9,0.0,294.5
2023-04-13,22:00:00,20.1,64.0,0.0,221.5
2023-04-13,23:00:00,19.2,69.5,0.0,206.4
2023-04-14,00:00:00,18.0,77.9,0.0,181.0
2023-04-14,01:00:00,17.9,67.3,0.0,239.4
2023-04-14,02:00:00,18.3,75.6,0.0,240.9
2023-04-14,03:00:00,15.9,76.0,0.0,247.0
2023-04-14,04:00:00,16.5,69.6,0.0,122.0
2023-04-14,05:00:00,17.6,71.8,0.0,255.5
2023-04-14,06:00:00,21.5,68.5,0.0,573.7
2023-04-14,07:00:00,23.8,68.6,0.0,568.2
2023-04-14,08:00:00,20.6,72.9,0.0,671.9
2023-04-14,09:00:00,21.1,69.1,0.0,722.2
2023-04-14,10:00:00,21.5,63.4,0.0,828.4
2023-04-14,11:00:00,21.8,67.3,0.0,952.4
2023-04-14,12:00:00,24.9,59.3,0.0,986.6
2023-04-14,13:00:00,23.4,61.7,0.0,597.1
2023-04-14,14:00:00,26.2,58.3,0.0,880.8
2023-04-14,15:00:00,23.4,53.9,0.0,750.2
2023-04-14,16:00:00,25.1,54.6,0.0,659.9
2023-04-14,17:00:00,25.3,60.7,0.0,682.4
2023-04-14,18:00:00,19.0,64.7,0.0,193.5
2023-04-14,19:00:00,18.5,66.4,0.0,122.6
2023-04-14,20:00:00,20.6,64.9,0.0,169.3
2023-04-14,21:00:00,18.9,68.3,0.0,115.4
2023-04-14,22:00:00,18.9,67.5,0.0,105.5
2023-04-14,23:00:00,19.9,62.5,0.0,236.9
2023-04-15,00:00:00,17.4,68.5,0.0,237.4
2023-04-15,01:00:00,17.7,75.0,0.0,204.1
2023-04-15,02:00:00,17.7,73.7,0.0,128.2
2023-04-15,03:00:00,17.0,73.1,0.0,182.8
2023-04-15,04:00:00,18.1,76.3,0.0,226.8
2023-04-15,05:00:00,19.0,71.7,0.0,258.3
2023-04-15,06:00:00,22.1,68.2,0.0,898.1
2023-04-15,07:00:00,22.6,61.3,0.0,617.4
2023-04-15,08:00:00,22.3,66.0,0.0,636.2
2023-04-15,09:00:00,20.7,70.6,0.0,737.5
2023-04-15,10:00:00,24.5,71.3,0.0,666.8
2023-04-15,11:00:00,21.3,70.8,0.0,743.4
2023-04-15,12:00:00,26.8,60.8,0.0,558.7
2023-04-15,13:00:00,25.9,61.0,0.0,633.4
2023-04-15,14:00:00,24.2,53.5,0.0,519.2
2023-04-15,15:00:00,23.8,59.9,0.0,944.2
2023-04-15,16:00:00,24.5,52.4,0.0,579.6
2023-04-15,17:00:00,24.1,55.3,0.0,814.9
2023-04-15,18:00:00,19.7,61.9,0.0,254.5
2023-04-15,19:00:00,20.3,69.0,0.0,181.2
2023-04-15,20:00:00,18.6,63.3,0.0,214.4
2023-04-15,21:00:00,18.2,65.6,0.0,224.2
2023-04-15,22:00:00,20.5,65.2,0.0,114.3
2023-04-15,23:00:00,19.2,72.4,0.0,281.7
2023-04-16,00:00:00,17.7,68.0,0.0,290.1
2023-04-16,01:00:00,19.1,71.7,0.0,245.4
2023-04-16,02:00:00,17.7,70.1,0.0,211.9
2023-04-16,03:00:00,17.2,74.9,0.0,122.9
2023-04-16,04:00:00,18.1,72.3,0.0,128.1
2023-04-16,05:00:00,17.3,72.2,0.0,207.4
2023-04-16,06:00:00,22.2,72.5,0.0,645.4
2023-04-16,07:00:00,22.8,67.3,0.0,529.8
2023-04-16,08:00:00,20.9,71.7,0.0,934.3
2023-04-16,09:00:00,21.3,69.3,0.0,947.6
2023-04-16,10:00:00,24.1,66.8,0.0,508.8
2023-04-16,11:00:00,22.9,68.8,0.0,927.0
2023-04-16,12:00:00,22.6,57.5,0.0,959.5
2023-04-16,13:00:00,25.5,60.6,0.0,998.4
2023-04-16,14:00:00,25.1,56.4,0.0,682.1
2023-04-16,15:00:00,24.0,54.5,0.0,682.8
2023-04-16,16:00:00,23.3,50.7,0.0,529.3
2023-04-16,17:00:00,24.9,59.3,0.0,526.4
2023-04-16,18:00:00,21.0,67.6,0.0,146.6
2023-04-16,19:00:00,19.9,64.9,0.0,142.0
2023-04-16,20:00:00,19.6,66.1,0.0,128.7
2023-04-16,21:00:00,19.3,64.7,0.0,236.8
2023-04-16,22:00:00,20.3,65.7,0.0,163.0
2023-04-16,23:00:00,20.7,66.8,0.0,132.3
2023-04-17,00:00:00,17.2,70.7,0.0,228.9
2023-04-17,01:00:00,17.4,70.4,0.0,271.9
2023-04-17,02:00:00,18.2,68.0,0.0,260.2
2023-04-17,03:00:00,17.2,75.2,0.0,279.1
2023-04-17,04:00:00,18.8,76.1,0.0,150.2
2023-04-17,05:00:00,18.4,69.9,0.0,289.4
2023-04-17,06:00:00,23.5,68.1,0.0,512.5
2023-04-17,07:00:00,21.9,68.7,0.0,901.2
2023-04-17,08:00:00,23.3,69.2,0.0,634.2
2023-04-17,09:00:00,24.4,64.8,0.0,611.4
2023-04-17,10:00:00,21.8,63.8,0.0,933.7
2023-04-17,11:00:00,24.1,70.3,0.0,731.8
2023-04-17,12:00:00,24.5,59.4,1178.86,934.5
2023-04-17,13:00:00,24.1,60.1,0.0,990.9
2023-04-17,14:00:00,25.9,56.2,0.0,535.8
2023-04-17,15:00:00,25.9,55.2,0.0,791.1
2023-04-17,16:00:00,24.6,56.1,0.0,867.0
2023-04-17,17:00:00,24.2,57.9,0.0,852.9
2023-04-17,18:00:00,21.3,65.7,0.0,110.9
2023-04-17,19:00:00,19.6,66.8,0.0,237.2
2023-04-17,20:00:00,21.0,66.9,0.0,177.6
2023-04-17,21:00:00,20.5,67.0,0.0,232.9
2023-04-17,22:00:00,20.9,65.2,0.0,268.2
2023-04-17,23:00:00,20.7,68.9,0.0,287.9
2023-04-18,00:00:00,18.3,68.0,0.0,178.4
2023-04-18,01:00:00,17.3,72.8,0.0,146.6
2023-04-18,02:00:00,17.7,77.0,0.0,108.7
2023-04-18,03:00:00,18.7,76.7,0.0,129.1
2023-04-18,04:00:00,16.2,74.8,0.0,164.3
2023-04-18,05:00:00,18.3,72.8,0.0,203.2
2023-04-18,06:00:00,21.4,63.8,0.0,623.7
2023-04-18,07:00:00,22.0,71.0,0.0,562.5
2023-04-18,08:00:00,20.7,65.6,0.0,736.8
2023-04-18,09:00:00,22.0,70.1,0.0,936.4
2023-04-18,10:00:00,23.2,66.1,0.0,922.6
2023-04-18,11:00:00,22.6,68.8,0.0,638.7
2023-04-18,12:00:00,25.2,63.2,0.0,986.6
2023-04-18,13:00:00,26.3,54.9,0.0,967.8
2023-04-18,14:00:00,25.5,60.0,0.0,971.6
2023-04-18,15:00:00,24.8,60.9,0.0,927.2
2023-04-18,16:00:00,24.5,57.1,0.0,766.8
2023-04-18,17:00:00,24.6,60.5,0.0,867.9
2023-04-18,18:00:00,20.1,67.4,0.0,268.1
2023-04-18,19:00:00,20.6,70.7,0.0,161.0
2023-04-18,20:00:00,19.8,71.4,0.0,191.9
2023-04-18,21:00:00,19.7,65.1,0.0,139.3
2023-04-18,22:00:00,20.3,68.9,0.0,284.4
2023-04-18,23:00:00,20.1,70.3,0.0,228.4
2023-04-19,00:00:00,16.7,68.0,0.0,200.0
2023-04-19,01:00:00,17.4,76.4,0.0,146.7
2023-04-19,02:00:00,17.0,72.2,0.0,288.1
2023-04-19,03:00:00,18.8,74.6,0.0,138.7
2023-04-19,04:00:00,18.4,74.8,0.0,262.8
2023-04-19,05:00:00,15.8,73.6,0.0,217.1
2023-04-19,06:00:00,23.8,61.9,0.0,538.4
2023-04-19,07:00:00,22.8,60.5,0.0,857.1
2023-04-19,08:00:00,22.8,60.7,0.0,722.8
2023-04-19,09:00:00,24.4,67.7,0.0,872.2
2023-04-19,10:00:00,22.6,66.1,0.0,544.4
2023-04-19,11:00:00,21.6,70.0,0.0,733.2
2023-04-19,12:00:00,26.3,57.7,0.0,753.1
2023-04-19,13:00:00,26.0,52.9,0.0,758.9
2023-04-19,14:00:00,25.1,58.9,0.0,516.7
2023-04-19,15:00:00,26.0,53.8,0.0,576.5
2023-04-19,16:00:00,24.9,63.5,0.0,843.7
2023-04-19,17:00:00,23.4,54.7,0.0,895.2
2023-04-19,18:00:00,19.8,65.1,0.0,288.4
2023-04-19,19:00:00,19.2,65.6,0.0,139.0
2023-04-19,20:00:00,19.0,74.0,0.0,265.3
2023-04-19,21:00:00,20.1,72.9,0.0,185.2
2023-04-19,22:00:00,18.6,63.4,0.0,260.8
2023-04-19,23:00:00,20.7,69.9,0.0,252.6
2023-04-20,00:00:00,17.4,68.8,0.0,273.9
2023-04-20,01:00:00,18.9,70.4,0.0,136.2
2023-04-20,02:00:00,17.3,73.9,0.0,167.1
2023-04-20,03:00:00,18.3,74.9,0.0,264.8
2023-04-20,04:00:00,17.2,68.2,0.0,140.6
2023-04-20,05:00:00,17.8,72.1,0.0,220.2
2023-04-20,06:00:00,22.5,66.4,0.0,962.4
2023-04-20,07:00:00,22.0,61.0,0.0,766.4
2023-04-20,08:00:00,21.1,64.1,0.0,571.8
2023-04-20,09:00:00,22.6,62.7,0.0,648.4
2023-04-20,10:00:00,20.5,67.5,0.0,657.8
2023-04-20,11:00:00,21.8,63.0,0.0,859.5
2023-04-20,12:00:00,26.7,54.6,0.0,614.9
2023-04-20,13:00:00,23.3,55.6,0.0,686.3
2023-04-20,14:00:00,25.6,62.0,0.0,530.2
2023-04-20,15:00:00,25.6,55.8,0.0,705.3
2023-04-20,16:00:00,24.9,51.4,0.0,697.2
2023-04-20,17:00:00,25.3,59.7,0.0,961.7
2023-04-20,18:00:00,19.5,67.9,0.0,206.8
2023-04-20,19:00:00,20.7,71.2,0.0,106.4
2023-04-20,20:00:00,21.0,73.3,0.0,294.1
2023-04-20,21:00:00,20.2,67.2,0.0,150.2
2023-04-20,22:00:00,20.9,66.5,0.0,155.2
2023-04-20,23:00:00,20.2,69.9,0.0,250.9
2023-04-21,00:00:00,15.8,78.3,0.0,204.0
2023-04-21,01:00:00,16.4,68.8,0.0,201.0
2023-04-21,02:00:00,17.7,77.3,0.0,255.5
2023-04-21,03:00:00,19.3,74.0,0.0,239.5
2023-04-21,04:00:00,16.3,69.5,0.0,183.0
2023-04-21,05:00:00,17.6,70.8,0.0,130.4
2023-04-21,06:00:00,22.2,66.5,0.0,917.9
2023-04-21,07:00:00,24.1,64.8,0.0,551.9
2023-04-21,08:00:00,22.4,69.8,0.0,721.0
2023-04-21,09:00:00,23.5,71.7,0.0,766.7
2023-04-21,10:00:00,24.1,64.4,0.0,875.3
2023-04-21,11:00:00,20.6,65.3,0.0,814.7
2023-04-21,12:00:00,26.1,58.1,0.0,557.1
2023-04-21,13:00:00,25.5,61.1,0.0,511.2
2023-04-21,14:00:00,24.9,57.6,0.0,733.2
2023-04-21,15:00:00,22.8,58.6,0.0,575.7
2023-04-21,16:00:00,24.1,54.3,0.0,865.3
2023-04-21,17:00:00,24.4,61.1,0.0,805.9
2023-04-21,18:00:00,21.7,65.4,0.0,188.6
2023-04-21,19:00:00,20.0,64.6,0.0,191.6
2023-04-21,20:00:00,20.8,64.9,0.0,198.2
2023-04-21,21:00:00,21.2,69.1,0.0,288.5
2023-04-21,22:00:00,20.4,70.3,0.0,223.5
2023-04-21,23:00:00,18.6,66.1,0.0,298.2
2023-04-22,00:00:00,17.4,73.3,0.0,280.7
2023-04-22,01:00:00,18.1,74.9,0.0,156.7
2023-04-22,02:00:00,17.2,77.8,0.0,299.8
2023-04-22,03:00:00,17.7,72.6,0.0,125.8
2023-04-22,04:00:00,18.1,77.5,0.0,111.5
2023-04-22,05:00:00,16.0,76.7,0.0,172.3
2023-04-22,06:00:00,21.6,64.3,0.0,879.5
2023-04-22,07:00:00,23.5,67.8,0.0,783.4
2023-04-22,08:00:00,21.5,68.6,0.0,880.7
2023-04-22,09:00:00,21.2,64.6,0.0,860.5
2023-04-22,10:00:00,24.5,69.4,0.0,692.1
2023-04-22,11:00:00,22.2,65.0,0.0,714.7
2023-04-22,12:00:00,24.7,57.4,0.0,611.4
2023-04-22,13:00:00,24.8,51.9,0.0,840.1
2023-04-22,14:00:00,25.6,61.5,0.0,631.8
2023-04-22,15:00:00,23.2,54.7,0.0,904.0
2023-04-22,16:00:00,24.5,57.2,0.0,596.8
2023-04-22,17:00:00,26.1,57.2,0.0,598.3
2023-04-22,18:00:00,20.5,61.2,0.0,268.8
2023-04-22,19:00:00,20.9,62.7,0.0,276.6
2023-04-22,20:00:00,19.8,65.1,0.0,269.4
2023-04-22,21:00:00,20.5,69.7,0.0,100.1
2023-04-22,22:00:00,19.8,68.3,0.0,290.2
2023-04-22,23:00:00,19.5,67.5,0.0,120.8
2023-04-23,00:00:00,19.2,78.2,0.0,110.3
2023-04-23,01:00:00,17.3,67.2,0.0,162.1
2023-04-23,02:00:00,19.1,70.4,0.0,121.5
2023-04-23,03:00:00,15.7,77.5,0.0,156.1
2023-04-23,04:00:00,18.8,72.2,0.0,230.2
2023-04-23,05:00:00,15.3,75.4,0.0,142.4
2023-04-23,06:00:00,21.0,65.2,0.0,972.7
2023-04-23,07:00:00,23.2,68.9,0.0,677.9
2023-04-23,08:00:00,22.9,66.7,0.0,921.5
2023-04-23,09:00:00,23.9,67.8,0.0,627.5
2023-04-23,10:00:00,24.5,64.6,0.0,701.9
2023-04-23,11:00:00,24.1,68.5,0.0,732.4
2023-04-23,12:00:00,24.7,58.8,0.0,775.2
2023-04-23,13:00:00,22.9,60.9,0.0,679.5
2023-04-23,14:00:00,25.3,60.1,0.0,517.7
2023-04-23,15:00:00,25.9,58.8,0.0,995.6
2023-04-23,16:00:00,24.4,54.9,0.0,596.4
2023-04-23,17:00:00,24.6,56.6,0.0,648.4
2023-04-23,18:00:00,20.5,63.3,0.0,240.6
2023-04-23,19:00:00,21.4,69.1,0.0,278.0
2023-04-23,20:00:00,20.0,63.4,0.0,221.5
2023-04-23,21:00:00,18.7,67.9,0.0,178.4
2023-04-23,22:00:00,19.1,66.6,0.0,205.8
2023-04-23,23:00:00,19.2,70.5,0.0,291.5
2023-04-24,00:00:00,16.7,74.4,0.0,171.2
2023-04-24,01:00:00,17.5,69.4,0.0,183.6
2023-04-24,02:00:00,16.5,67.7,0.0,259.5
2023-04-24,03:00:00,15.9,72.7,0.0,154.0
2023-04-24,04:00:00,19.3,76.7,0.0,157.7
2023-04-24,05:00:00,17.7,74.8,0.0,266.6
2023-04-24,06:00:00,22.1,72.7,0.0,792.2
2023-04-24,07:00:00,20.8,62.6,0.0,576.4
2023-04-24,08:00:00,20.6,61.3,0.0,937.0
2023-04-24,09:00:00,22.2,67.9,0.0,913.4
2023-04-24,10:00:00,21.1,68.6,0.0,917.0
2023-04-24,11:00:00,22.5,63.3,0.0,794.7
2023-04-24,12:00:00,25.2,52.2,1255.47,939.5
2023-04-24,13:00:00,25.9,61.2,0.0,866.4
2023-04-24,14:00:00,24.0,60.3,0.0,590.4
2023-04-24,15:00:00,22.4,52.1,0.0,855.5
2023-04-24,16:00:00,24.2,64.8,0.0,717.9
2023-04-24,17:00:00,25.5,60.9,0.0,569.7
2023-04-24,18:00:00,19.7,66.0,0.0,120.2
2023-04-24,19:00:00,18.5,64.1,0.0,115.4
2023-04-24,20:00:00,20.5,67.3,0.0,247.3
2023-04-24,21:00:00,20.0,66.4,0.0,199.2
2023-04-24,22:00:00,18.5,71.7,0.0,131.2
2023-04-24,23:00:00,19.8,66.0,0.0,176.8
2023-04-25,00:00:00,17.9,69.1,0.0,285.4
2023-04-25,01:00:00,17.4,70.6,0.0,296.2
2023-04-25,02:00:00,16.5,67.7,0.0,288.7
2023-04-25,03:00:00,17.4,69.9,0.0,156.2
2023-04-25,04:00:00,18.2,66.6,0.0,262.7
2023-04-25,05:00:00,19.6,74.7,0.0,197.4
2023-04-25,06:00:00,22.1,73.6,0.0,703.6
2023-04-25,07:00:00,23.0,66.3,0.0,699.6
2023-04-25,08:00:00,21.4,71.4,0.0,596.2
2023-04-25,09:00:00,20.6,68.4,0.0,826.5
2023-04-25,10:00:00,22.9,73.1,0.0,756.1
2023-04-25,11:00:00,23.1,70.3,0.0,848.8
2023-04-25,12:00:00,24.9,59.0,0.0,794.2
2023-04-25,13:00:00,24.7,52.9,0.0,781.2
2023-04-25,14:00:00,23.1,56.4,0.0,928.3
2023-04-25,15:00:00,22.9,60.1,0.0,687.1
2023-04-25,16:00:00,23.3,56.9,0.0,652.5
2023-04-25,17:00:00,24.7,61.0,0.0,579.6
2023-04-25,18:00:00,20.3,65.6,0.0,184.2
2023-04-25,19:00:00,21.0,65.5,0.0,199.0
2023-04-25,20:00:00,21.5,71.2,0.0,273.2
2023-04-25,21:00:00,19.7,68.1,0.0,119.9
2023-04-25,22:00:00,19.7,69.8,0.0,129.8
2023-04-25,23:00:00,21.5,67.7,0.0,265.0
2023-04-26,00:00:00,16.6,74.7,0.0,248.2
2023-04-26,01:00:00,17.0,71.3,0.0,174.2
2023-04-26,02:00:00,17.9,75.4,0.0,127.5
2023-04-26,03:00:00,15.4,70.3,0.0,278.6
2023-04-26,04:00:00,18.3,69.6,0.0,144.4
2023-04-26,05:00:00,17.7,73.2,0.0,115.2
2023-04-26,06:00:00,22.5,66.1,0.0,885.0
2023-04-26,07:00:00,21.5,61.7,0.0,659.8
2023-04-26,08:00:00,22.2,68.5,0.0,905.6
2023-04-26,09:00:00,24.4,64.6,0.0,817.6
2023-04-26,10:00:00,24.0,69.5,0.0,795.5
2023-04-26,11:00:00,23.8,72.4,0.0,569.4
2023-04-26,12:00:00,25.7,62.2,0.0,925.2
2023-04-26,13:00:00,23.7,55.0,0.0,676.5
2023-04-26,14:00:00,24.6,57.7,0.0,516.5
2023-04-26,15:00:00,23.9,61.4,0.0,920.5
2023-04-26,16:00:00,24.6,54.3,0.0,526.0
2023-04-26,17:00:00,26.2,58.4,0.0,876.7
2023-04-26,18:00:00,19.2,63.9,0.0,259.8
2023-04-26,19:00:00,19.7,68.2,0.0,165.9
2023-04-26,20:00:00,20.5,70.6,0.0,147.5
2023-04-26,21:00:00,19.0,71.1,0.0,203.3
2023-04-26,22:00:00,21.4,72.4,0.0,172.0
2023-04-26,23:00:00,20.0,68.4,0.0,280.0
2023-04-27,00:00:00,19.0,76.8,0.0,214.9
2023-04-27,01:00:00,18.1,73.7,0.0,196.4
2023-04-27,02:00:00,17.4,76.1,0.0,167.3
2023-04-27,03:00:00,16.3,74.1,0.0,100.2
2023-04-27,04:00:00,18.7,67.7,0.0,139.9
2023-04-27,05:00:00,17.5,76.2,0.0,128.5
2023-04-27,06:00:00,23.6,65.9,0.0,667.4
2023-04-27,07:00:00,21.8,62.1,0.0,877.8
2023-04-27,08:00:00,22.7,63.9,0.0,846.9
2023-04-27,09:00:00,22.7,69.2,0.0,640.1
2023-04-27,10:00:00,22.7,65.8,0.0,841.9
2023-04-27,11:00:00,22.8,66.5,0.0,701.0
2023-04-27,12:00:00,26.3,58.9,0.0,704.2
2023-04-27,13:00:00,24.8,52.4,0.0,948.4
2023-04-27,14:00:00,24.2,57.3,0.0,880.3
2023-04-27,15:00:00,23.9,63.4,0.0,503.5
2023-04-27,16:00:00,22.9,53.4,0.0,516.6
2023-04-27,17:00:00,22.5,62.2,0.0,700.1
2023-04-27,18:00:00,20.1,64.4,0.0,192.4
2023-04-27,19:00:00,19.1,63.3,0.0,200.6
2023-04-27,20:00:00,22.0,64.6,0.0,293.7
2023-04-27,21:00:00,19.6,64.6,0.0,200.3
2023-04-27,22:00:00,20.5,69.6,0.0,237.2
2023-04-27,23:00:00,21.4,63.9,0.0,220.2
2023-04-28,00:00:00,18.4,75.4,0.0,210.8
2023-04-28,01:00:00,18.2,77.9,0.0,288.3
2023-04-28,02:00:00,18.4,71.8,0.0,264.6
2023-04-28,03:00:00,19.4,68.5,0.0,224.8
2023-04-28,04:00:00,19.1,71.1,0.0,178.8
2023-04-28,05:00:00,18.1,66.5,0.0,156.7
2023-04-28,06:00:00,22.4,65.4,0.0,957.1
2023-04-28,07:00:00,21.8,71.4,0.0,843.0
2023-04-28,08:00:00,23.3,67.0,0.0,910.2
2023-04-28,09:00:00,21.1,73.5,0.0,752.9
2023-04-28,10:00:00,23.0,65.8,0.0,990.0
2023-04-28,11:00:00,22.4,64.2,0.0,931.4
2023-04-28,12:00:00,25.4,54.7,0.0,646.4
2023-04-28,13:00:00,25.9,60.3,0.0,757.5
2023-04-28,14:00:00,25.0,59.0,0.0,635.5
2023-04-28,15:00:00,24.0,56.0,0.0,975.2
2023-04-28,16:00:00,24.7,59.6,0.0,784.6
2023-04-28,17:00:00,26.2,58.6,0.0,788.9
2023-04-28,18:00:00,20.2,61.0,0.0,258.6
2023-04-28,19:00:00,20.0,69.7,0.0,275.5
2023-04-28,20:00:00,19.0,63.4,0.0,122.9
2023-04-28,21:00:00,19.1,62.6,0.0,270.7
2023-04-28,22:00:00,18.6,67.8,0.0,151.0
2023-04-28,23:00:00,18.6,73.8,0.0,142.6
2023-04-29,00:00:00,18.7,70.2,0.0,141.3
2023-04-29,01:00:00,18.1,76.5,0.0,101.5
2023-04-29,02:00:00,15.8,69.3,0.0,163.0
2023-04-29,03:00:00,18.3,72.3,0.0,169.8
2023-04-29,04:00:00,16.6,71.0,0.0,122.6
2023-04-29,05:00:00,18.4,76.5,0.0,124.7
2023-04-29,06:00:00,21.4,64.2,0.0,844.7
2023-04-29,07:00:00,21.8,73.9,0.0,531.0
2023-04-29,08:00:00,23.5,63.4,0.0,918.3
2023-04-29,09:00:00,22.2,73.5,0.0,736.8
2023-04-29,10:00:00,24.5,61.8,0.0,887.5
2023-04-29,11:00:00,21.9,64.9,0.0,977.7
2023-04-29,12:00:00,24.6,56.8,0.0,523.9
2023-04-29,13:00:00,24.9,55.4,0.0,884.3
2023-04-29,14:00:00,23.7,60.1,0.0,538.6
2023-04-29,15:00:00,22.7,58.4,0.0,977.4
2023-04-29,16:00:00,25.9,56.6,0.0,757.6
2023-04-29,17:00:00,25.6,59.3,0.0,959.6
2023-04-29,18:00:00,18.3,63.2,0.0,121.7
2023-04-29,19:00:00,19.9,70.2,0.0,264.6
2023-04-29,20:00:00,20.1,71.4,0.0,209.9
2023-04-29,21:00:00,19.8,71.7,0.0,128.7
2023-04-29,22:00:00,19.6,68.9,0.0,289.7
2023-04-29,23:00:00,20.2,65.8,0.0,155.5
2023-04-30,00:00:00,18.5,71.5,0.0,121.2
2023-04-30,01:00:00,17.1,73.7,0.0,113.9
2023-04-30,02:00:00,19.0,79.3,0.0,268.8
2023-04-30,03:00:00,19.3,76.8,0.0,273.4
2023-04-30,04:00:00,17.9,72.8,0.0,197.5
2023-04-30,05:00:00,17.5,72.9,0.0,283.4
2023-04-30,06:00:00,21.4,63.5,0.0,682.8
2023-04-30,07:00:00,22.0,65.4,0.0,751.5
2023-04-30,08:00:00,21.4,66.9,0.0,707.7
2023-04-30,09:00:00,22.5,62.2,0.0,685.5
2023-04-30,10:00:00,21.6,62.7,0.0,976.5
2023-04-30,11:00:00,22.4,66.9,0.0,504.5
2023-04-30,12:00:00,24.8,59.6,0.0,993.6
2023-04-30,13:00:00,25.9,63.3,0.0,747.9
2023-04-30,14:00:00,24.6,62.8,0.0,574.5
2023-04-30,15:00:00,25.8,56.1,0.0,636.0
2023-04-30,16:00:00,22.9,53.1,0.0,748.8
2023-04-30,17:00:00,25.5,53.8,0.0,524.2
2023-04-30,18:00:00,20.4,66.0,0.0,168.0
2023-04-30,19:00:00,20.9,71.6,0.0,167.8
2023-04-30,20:00:00,18.7,68.1,0.0,283.2
2023-04-30,21:00:00,18.9,67.5,0.0,299.9
2023-04-30,22:00:00,20.1,61.8,0.0,172.5
2023-04-30,23:00:00,20.6,69.3,0.0,125.1
2023-05-01,00:00:00,14.2,67.9,0.0,177.8
